Original,SpeltSentence,SpeltSentenceScore,SingleWordReplaced,SingleWordReplacedScore,GPT,GPTScore
the artist stared intently at the blank canvas contemplating the masterpiece he would create with each stroke of the brush,t%e art%st stare% %ntentl% at t%e %lan% %an%as %onte%%lat%n% t%e %aster%%e%e %e %o%l% %reate %%t% ea%% stro%e o% t%e %r%s%,0.05,t%e artist stared intently at t%e %lan% canvas contemplating t%e masterpiece %e %o%l% %reate %%t% each stro%e o% t%e %r%s%,0.4,the artist stared intently at the blank canvas contemplating the masterpiece he would create with each stroke of the brush,1.0
the scientist meticulously recorded data and observations hoping to make a groundbreaking discovery that would change the field forever,t%e s%%ent%st %et%%%lo%sl% re%or%e% %ata an% o%ser%at%ons %o%%n% to %a%e a %ro%n%%rea%%n% %%s%o%er% t%at %o%l% %%an%e t%e %%el% %ore%er,0.10526315789473684,t%e scientist %et%%%lo%sl% re%or%e% %ata an% observations %o%%n% to %a%e a %ro%n%%rea%%n% discovery that %o%l% %%an%e t%e %%el% forever,0.3684210526315789,the scientist %et%%%lo%sl% recorded data and observations hoping to make a groundbreaking discovery that could change the field forever,0.8947368421052632
the teachers words inspired the students igniting a newfound passion for lifelong learning and intellectual curiosity,t%e tea%%ers %or%s %ns%%re% t%e st%%ents %%n%t%n% a ne%%o%n% %ass%on %or l%%elon% learn%n% an% %ntelle%t%al %%r%os%t%,0.0625,t%e teachers %or%s inspired t%e students %%n%t%n% a ne%%o%n% passion %or l%%elon% learning an% intellectual curiosity,0.5,the teachers words inspired the students %%n%t%n% a newfound passion for lifelong learning and intellectual curiosity,0.9375
the athlete sprinted towards the finish line fueled by sheer determination willpower and years of rigorous training,t%e at%lete s%r%nte% to%ar%s t%e %%n%s% l%ne %%ele% %% s%eer %eter%%nat%on %%ll%o%er an% %ears o% r%%oro%s tra%n%n%,0.0,t%e athlete s%r%nte% towards t%e %%n%s% l%ne %%ele% %% sheer determination %%ll%o%er an% %ears o% rigorous training,0.35294117647058826,the athlete sprinted towards the finish line %%ele% by sheer determination willpower and years of rigorous training,0.9411764705882353
the musician strummed the guitar with finesse evoking emotions that words alone could not express or capture,t%e %%s%%%an str%%%e% t%e %%%tar %%t% %%nesse e%o%%n% e%ot%ons t%at %or%s alone %o%l% not e%%ress or %a%t%re,0.17647058823529413,t%e musician stripped t%e guitar %%t% finesse evoking emotions that %or%s alone %o%l% not e%%ress or capture,0.5882352941176471,the musician stripped the guitar with finesse evoking emotions that words alone could not express or capture,0.9411764705882353
the entrepreneur confidently pitched her innovative idea capturing the attention and imagination of potential investors in the room,t%e entre%rene%r %on%%%entl% %%t%%e% %er %nno%at%%e %%ea %a%t%r%n% t%e attent%on an% %%a%%nat%on o% %otent%al %n%estors %n t%e roo%,0.0,t%e entre%rene%r confidently %%t%%e% %er %nno%at%%e idea capturing t%e attention an% imagination o% potential investors %n t%e roo%,0.3888888888888889,the entrepreneur confidently pitched her innovative idea capturing the attention and imagination of potential investors in the room,1.0
the detective examined the clues carefully piecing together a complex puzzle that would ultimately solve the perplexing case,t%e %ete%t%%e e%a%%ne% t%e %l%es %are%%ll% %%e%%n% to%et%er a %o%%le% %%%%le t%at %o%l% %lt%%atel% sol%e t%e %er%le%%n% %ase,0.05555555555555555,t%e detective examined t%e %l%es carefully %%e%%n% together a %o%%le% %%%%le that %o%l% ultimately sol%e t%e perplexing %ase,0.4444444444444444,the detective examined the clues carefully piecing together a complex puzzle that could ultimately solve the perplexing case,0.9444444444444444
the architect envisioned a sustainable eco friendly building that would stand the test of time and inspire future designs,t%e ar%%%te%t en%%s%one% a s%sta%na%le e%o %r%en%l% %%%l%%n% t%at %o%l% stan% t%e test o% t%%e an% %ns%%re %%t%re %es%%ns,0.10526315789473684,t%e architect en%%s%one% a s%sta%na%le e%o friendly %%%l%%n% that %o%l% stan% t%e test o% t%%e an% inspire future designs,0.42105263157894735,the architect envisioned a sustainable ego friendly building that would stand the test of time and inspire future designs,0.9473684210526315
the journalist tirelessly investigated the story committed to uncovering the truth regardless of the personal risks involved,t%e %o%rnal%st t%relessl% %n%est%%ate% t%e stor% %o%%%tte% to %n%o%er%n% t%e tr%t% re%ar%less o% t%e %ersonal r%s%s %n%ol%e%,0.058823529411764705,t%e journalist t%relessl% investigated t%e stor% committed to uncovering t%e truth regardless o% t%e personal risks %n%ol%e%,0.5294117647058824,the journalist tirelessly investigated the story committed to uncovering the truth regardless of the personal risks involved,1.0
the photographer adjusted the lens capturing a moment that perfectly embodied the essence of the event,t%e %%oto%ra%%er a%%%ste% t%e lens %a%t%r%n% a %o%ent t%at %er%e%tl% e%%o%%e% t%e essen%e o% t%e e%ent,0.125,t%e photographer adjusted t%e lens capturing a %o%ent that perfectly e%%o%%e% t%e essence o% t%e event,0.5625,the photographer adjusted the lens capturing a moment that perfectly embodied the essence of the event,1.0
the programmer debugged the code meticulously resolving issues that had plagued the software for weeks on end,t%e %ro%ra%%er %e%%%%e% t%e %o%e %et%%%lo%sl% resol%%n% %ss%es t%at %a% %la%%e% t%e so%t%are %or %ee%s on en%,0.058823529411764705,t%e %ro%ra%%er %e%%%%e% t%e %o%e %et%%%lo%sl% resolving issues that %a% %la%%e% t%e software %or %ee%s on en%,0.29411764705882354,the programmer debugged the code %et%%%lo%sl% resolving issues that had plagued the software for weeks on end,0.9411764705882353
the gardener tended to the plants with care ensuring that each one received the nutrients and sunlight it needed,t%e %ar%ener ten%e% to t%e %lants %%t% %are ens%r%n% t%at ea%% one re%e%%e% t%e n%tr%ents an% s%nl%%%t %t nee%e%,0.10526315789473684,t%e gardener tended to t%e plants %%t% %are ensuring that each one re%e%%e% t%e n%tr%ents an% sunlight %t needed,0.5263157894736842,the gardener tended to the plants with care ensuring that each one received the nutrients and sunlight it needed,1.0
the pilot navigated through turbulent skies relying on years of experience and training to ensure a safe landing,t%e %%lot na%%%ate% t%ro%%% t%r%%lent s%%es rel%%n% on %ears o% e%%er%en%e an% tra%n%n% to ens%re a sa%e lan%%n%,0.16666666666666666,t%e %%lot navigated through turbulent s%%es relying on %ears o% experience an% training to ensure a sa%e landing,0.6111111111111112,the pilot navigated through turbulent skies relying on years of experience and training to ensure a safe landing,1.0
the poet chose each word carefully crafting verses that would resonate with readers for generations to come,t%e %oet %%ose ea%% %or% %are%%ll% %ra%t%n% %erses t%at %o%l% resonate %%t% rea%ers %or %enerat%ons to %o%e,0.11764705882352941,t%e %oet %%ose each %or% carefully %ra%t%n% verses that %o%l% resonate %%t% rea%ers %or generations to %o%e,0.4117647058823529,the poet chose each word carefully crafting verses that would resonate with readers for generations to come,1.0
the engineer analyzed the structural integrity of the bridge ensuring it would withstand natural disasters and heavy traffic,t%e en%%neer anal%%e% t%e str%%t%ral %nte%r%t% o% t%e %r%%%e ens%r%n% %t %o%l% %%t%stan% nat%ral %%sasters an% %ea%% tra%%%%,0.0,t%e engineer analyzed t%e structural integrity o% t%e %r%%%e ensuring %t %o%l% withstand natural disasters an% %ea%% traffic,0.5,the engineer analyzed the structural integrity of the bridge ensuring it would withstand natural disasters and heavy traffic,1.0
rain poured down heavily soaking the earth and giving life to the parched plants struggling in the summer heat,ra%n %o%re% %o%n %ea%%l% soa%%n% t%e eart% an% %%%%n% l%%e to t%e %ar%%e% %lants str%%%l%n% %n t%e s%%%er %eat,0.05263157894736842,rain %o%re% %o%n heavily soaking t%e earth an% %%%%n% l%%e to t%e %ar%%e% plants struggling %n t%e s%%%er %eat,0.3684210526315789,rain poured down heavily soaking the earth and giving life to the parched plants struggling in the summer heat,1.0
a gentle breeze rustled the leaves creating a soothing melody that echoed through the otherwise silent forest,a %entle %ree%e r%stle% t%e lea%es %reat%n% a soot%%n% %elo%% t%at e%%oe% t%ro%%% t%e ot%er%%se s%lent %orest,0.11764705882352941,a gentle %ree%e rustled t%e leaves creating a soothing melody that echoed through t%e otherwise silent forest,0.8235294117647058,a gentle breeze rustled the leaves creating a soothing melody that echoed through the otherwise silent forest,1.0
waves crashed against the shore leaving intricate patterns and small treasures for early morning beachcombers to discover,%a%es %ras%e% a%a%nst t%e s%ore lea%%n% %ntr%%ate %atterns an% s%all treas%res %or earl% %orn%n% %ea%%%o%%ers to %%s%o%er,0.058823529411764705,%a%es %ras%e% against t%e s%ore lea%%n% intricate patterns an% s%all treasures %or early morning %ea%%%o%%ers to discover,0.47058823529411764,waves crashed against the shore leaving intricate patterns and small treasures for early morning beachcombers to discover,1.0
laughter filled the room breaking the ice and making everyone feel comfortable in the new environment,la%%%ter %%lle% t%e roo% %rea%%n% t%e %%e an% %a%%n% e%er%one %eel %o%%orta%le %n t%e ne% en%%ron%ent,0.0,laughter %%lle% t%e roo% %rea%%n% t%e %%e an% %a%%n% everyone %eel comfortable %n t%e ne% environment,0.25,laughter filled the room breaking the ice and making everyone feel comfortable in the new environment,1.0
coffee brewed in the kitchen filling the air with a comforting aroma that signaled the start of the day,%o%%ee %re%e% %n t%e %%t%%en %%ll%n% t%e a%r %%t% a %o%%ort%n% aro%a t%at s%%nale% t%e start o% t%e %a%,0.10526315789473684,coffee %re%e% %n t%e %%t%%en %%ll%n% t%e a%r %%t% a comforting aroma that signaled t%e start o% t%e %a%,0.3684210526315789,coffee brewed in the kitchen filling the air with a comforting aroma that signaled the start of the day,1.0
birds sang from the treetops their melodies announcing the arrival of a new day filled with possibilities,%%r%s san% %ro% t%e treeto%s t%e%r %elo%%es anno%n%%n% t%e arr%%al o% a ne% %a% %%lle% %%t% %oss%%%l%t%es,0.058823529411764705,%%r%s san% %ro% t%e treetops t%e%r melodies anno%n%%n% t%e arrival o% a ne% %a% %%lle% %%t% possibilities,0.29411764705882354,birds sang from the treetops their melodies announcing the arrival of a new day filled with possibilities,1.0
a full moon illuminated the night sky casting ethereal shadows that danced and played on the ground below,a %%ll %oon %ll%%%nate% t%e n%%%t s%% %ast%n% et%ereal s%a%o%s t%at %an%e% an% %la%e% on t%e %ro%n% %elo%,0.1111111111111111,a %%ll %oon illuminated t%e n%%%t s%% %ast%n% ethereal shadows that %an%e% an% %la%e% on t%e ground below,0.4444444444444444,a full moon illuminated the night sky casting ethereal shadows that danced and played on the ground below,1.0
snowflakes drifted down from the skycovering the landscape in a blanket of pure untouched white,sno%%la%es %r%%te% %o%n %ro% t%e s%%%o%er%n% t%e lan%s%a%e %n a %lan%et o% %%re %nto%%%e% %%%te,0.06666666666666667,snowflakes %r%%te% %o%n %ro% t%e s%%%o%er%n% t%e landscape %n a blanket o% %%re untouched %%%te,0.3333333333333333,snowflakes drifted down from the s%%%o%er%n% the landscape in a blanket of pure untouched white,0.9333333333333333
children played in the park their laughter and shouts a testament to the unbridled joy of youth,%%%l%ren %la%e% %n t%e %ar% t%e%r la%%%ter an% s%o%ts a testa%ent to t%e %n%r%%le% %o% o% %o%t%,0.11764705882352941,children %la%e% %n t%e %ar% t%e%r laughter an% s%o%ts a testament to t%e unbridled %o% o% %o%t%,0.35294117647058826,children played in the park their laughter and shouts a testament to the unbridled joy of youth,1.0
cars zoomed by on the highway each one a capsule of individual lives and stories yet to be told,%ars %oo%e% %% on t%e %%%%%a% ea%% one a %a%s%le o% %n%%%%%%al l%%es an% stor%es %et to %e tol%,0.21052631578947367,%ars %oo%e% %% on t%e %%%%%a% each one a capsule o% individual l%%es an% stories %et to %e tol%,0.42105263157894735,cars zoomed by on the highway each one a capsule of individual lives and stories yet to be told,1.0
music blared from the speakers setting the tone for an evening of fun dance and connection,%%s%% %lare% %ro% t%e s%ea%ers sett%n% t%e tone %or an e%en%n% o% %%n %an%e an% %onne%t%on,0.125,%%s%% %lare% %ro% t%e speakers setting t%e tone %or an evening o% %%n %an%e an% connection,0.375,music blared from the speakers setting the tone for an evening of fun dance and connection,1.0
flowers bloomed in the garden their vibrant colors and intoxicating scents a feast for the senses,%lo%ers %loo%e% %n t%e %ar%en t%e%r %%%rant %olors an% %nto%%%at%n% s%ents a %east %or t%e senses,0.125,%lo%ers %loo%e% %n t%e %ar%en t%e%r %%%rant colors an% intoxicating scents a %east %or t%e senses,0.3125,flowers bloomed in the garden their vibrant colors and intoxicating scents a feast for the senses,1.0
candles flickered on the table creating a warm and intimate atmosphere for the romantic dinner ahead,%an%les %l%%%ere% on t%e ta%le %reat%n% a %ar% an% %nt%%ate at%os%%ere %or t%e ro%ant%% %%nner a%ea%,0.125,%an%les %l%%%ere% on t%e table creating a %ar% an% intimate atmosphere %or t%e romantic %%nner ahead,0.5,candles flickered on the table creating a warm and intimate atmosphere for the romantic dinner ahead,1.0
sunlight streamed through the windows casting a golden glow that made the room feel cozy and inviting,s%nl%%%t strea%e% t%ro%%% t%e %%n%o%s %ast%n% a %ol%en %lo% t%at %a%e t%e roo% %eel %o%% an% %n%%t%n%,0.058823529411764705,sunlight strea%e% through t%e windows %ast%n% a %ol%en %lo% that %a%e t%e roo% %eel %o%% an% %n%%t%n%,0.29411764705882354,sunlight streamed through the windows casting a golden glow that made the room feel cozy and inviting,1.0
books lined the shelves each one a gateway to different worlds times and perspectives,%oo%s l%ne% t%e s%el%es ea%% one a %ate%a% to %%%%erent %orl%s t%%es an% %ers%e%t%%es,0.21428571428571427,%oo%s lined t%e shelves each one a gateway to different worlds t%%es an% perspectives,0.7142857142857143,books lined the shelves each one a gateway to different worlds times and perspectives,1.0
stars twinkled in the night sky their distant light a reminder of the vastness of the universe,stars t%%n%le% %n t%e n%%%t s%% t%e%r %%stant l%%%t a re%%n%er o% t%e %astness o% t%e %n%%erse,0.11764705882352941,stars twinkled %n t%e n%%%t s%% t%e%r distant l%%%t a reminder o% t%e %astness o% t%e universe,0.35294117647058826,stars twinkled in the night sky their distant light a reminder of the vastness of the universe,1.0
a campfire crackled in the darkness its warmth and light a focal point for stories and songs,a %a%%%%re %ra%%le% %n t%e %ar%ness %ts %ar%t% an% l%%%t a %o%al %o%nt %or stor%es an% son%s,0.11764705882352941,a campfire %ra%%le% %n t%e %ar%ness %ts %ar%t% an% l%%%t a %o%al %o%nt %or stories an% songs,0.29411764705882354,a campfire crackled in the darkness its warmth and light a focal point for stories and songs,1.0
an owl hooted from a nearby tree its call adding another layer to the nocturnal symphony,an o%l %oote% %ro% a near%% tree %ts %all a%%%n% anot%er la%er to t%e no%t%rnal s%%%%on%,0.25,an o%l %oote% %ro% a nearby tree %ts %all a%%%n% another la%er to t%e nocturnal symphony,0.5,an owl hooted from a nearby tree its call adding another layer to the nocturnal symphony,1.0
